name,city,iata,latitude,longitude
Farnborough,Farnborough,FAB,51.275833,-0.776333
Chalgrove,Chalsgrove,,51.676111,-1.080833
Blackbushe,Blackbushe,BBS,51.323889,-0.8475
Heathrow,London,LHR,51.4775,-0.461389
Southend,Southend,SEN,51.571389,0.695556
Lydd,Lydd,LYX,50.956111,0.939167
Manston,Manston,MSE,51.342222,1.346111
Brough,Brough,,53.719667,-0.566333
Carlisle,Carlisle,CAX,54.9375,-2.809167
Gamston,Repton,,53.280556,-0.951389
Blackpool,Blackpool,BLK,53.771667,-3.028611
Humberside,Humberside,HUY,53.574444,-0.350833
Walney Island,Barrow Island,BWF,54.131167,-3.263667
Leeds Bradford,Leeds,LBA,53.865897,-1.660569
Warton,Warton,,53.745097,-2.883061
Hawarden,Hawarden,CEG,53.178056,-2.977778
Isle Of Man,Isle Of Man,IOM,54.083333,-4.623889
Newcastle,Newcastle,NCL,55.0375,-1.691667
Durham Tees Valley Airport,Teesside,MME,54.509189,-1.429406
Nottingham East Midlands,East Midlands,EMA,52.831111,-1.328056
Llanbedr,Llanbedr,,52.811744,-4.123575
Ternhill,Ternhill,,52.871164,-2.533561
Shawbury,Shawbury,,52.798169,-2.668042
Woodvale,Woodvale,,53.581575,-3.055522
Kirkwall,Kirkwall,KOI,58.957778,-2.905
Sumburgh,Sumburgh,LSI,59.878889,-1.295556
Wick,Wick,WIC,58.458889,-3.093056
Dyce,Aberdeen,ABZ,57.201944,-2.197778
Inverness,Inverness,INV,57.5425,-4.0475
Glasgow,Glasgow,GLA,55.871944,-4.433056
Edinburgh,Edinburgh,EDI,55.95,-3.3725
Islay,Islay,ILY,55.681944,-6.256667
Prestwick,Prestwick,PIK,55.509444,-4.586667
Benbecula,Benbecula,BEB,57.481111,-7.362778
Scatsta,Scatsta,SDZ,60.432778,-1.296111
Dundee,Dundee,DND,56.452499,-3.025833
Stornoway,Stornoway,SYY,58.215556,-6.331111
Tiree,Tiree,TRE,56.499167,-6.869167
Leuchars,Leuchars,ADX,56.372889,-2.868444
Lossiemouth,Lossiemouth,LMO,57.705214,-3.339169
Cambridge,Cambridge,CBG,52.205,0.175
Conington,Peterborough,,52.468056,-0.251111
Norwich,Norwich,NWI,52.675833,1.282778
Stansted,London,STN,51.885,0.235
North Weald,North Weald,,51.721667,0.154167
Sheffield City,Fowlmere,,53.394256,-1.388486
Cranfield,Cranfield,,52.072222,-0.616667
Exeter,Exeter,EXT,50.734444,-3.413889
Bristol Filton,Bristol,FZO,51.519444,-2.590833
Kidlington,Oxford,OXF,51.836944,-1.32
Benson,Benson,,51.616389,-1.095833
Lakenheath,Lakenheath,,52.409333,0.561
Mildenhall,Mildenhall,MHZ,52.361933,0.486406
Wattisham,Wattisham,,52.127283,0.956264
Wyton,Wyton,,52.357167,-0.107833
Fairford,Fairford,FFD,51.682167,-1.790028
Brize Norton,Brize Norton,BZZ,51.749964,-1.583617
Odiham,Odiham,ODH,51.234139,-0.942825
Cosford,Cosford,,52.640028,-2.305578
Northolt,Northolt,NHT,51.553,-0.418167
Coningsby,Coningsby,QCY,53.093014,-0.166014
Dishforth,Dishforth,,54.137186,-1.420253
Leeming,Leeming,,54.292383,-1.5354
Church Fenton,Church Fenton,,53.834333,-1.1955
Honington,Honington,BEQ,52.342611,0.772939
Cottesmore,Cottesmore,,52.735711,-0.648769
Scampton,Scampton,,53.307778,-0.550833
Wittering,Wittering,,52.612558,-0.476453
Linton On Ouse,Linton-on-ouse,,54.048911,-1.252747
Waddington,Waddington,WTN,53.166167,-0.523811
Topcliffe,Topcliffe,,54.205522,-1.382094
Cranwell,Cranwell,,53.03035,-0.483242
Barkston Heath,Barkston Heath,,52.962225,-0.561625
Marham,Marham,KNF,52.648353,0.550692
Mount Pleasant,Mount Pleasant,MPN,-51.822777,-58.447222
Schiphol,Amsterdam,AMS,52.308613,4.763889
Budel,Weert,,51.25528,5.601389
Maastricht,Maastricht,MST,50.911658,5.770144
Deelen,Deelen,,52.060556,5.873056
Drachten,Drachten,,53.119167,6.129722
Eindhoven,Eindhoven,EIN,51.450139,5.374528
Eelde,Groningen,GRQ,53.11972,6.579444
Gilze Rijen,Gilze-rijen,,51.567389,4.931833
De Kooy,De Kooy,DHR,52.923353,4.780625
Lelystad,Lelystad,,52.460278,5.527222
Leeuwarden,Leeuwarden,LWR,53.228611,5.760556
Rotterdam,Rotterdam,RTM,51.956944,4.437222
Soesterberg,Soesterberg,UTC,52.1273,5.27619
Twenthe,Enschede,ENS,52.27,6.874167
Valkenburg,Valkenburg,LID,52.166139,4.417944
Woensdrecht,Woensdrecht,WOE,51.449092,4.342031
Cork,Cork,ORK,51.841269,-8.491111
Galway,Galway,GWY,53.300175,-8.941592
Dublin,Dublin,DUB,53.421333,-6.270075
Ireland West Knock,Connaught,NOC,53.910297,-8.818492
Kerry,Kerry,KIR,52.180878,-9.523783
Casement,Casement,,53.301667,-6.451333
Shannon,Shannon,SNN,52.701978,-8.924817
Sligo,Sligo,SXL,54.280214,-8.599206
Waterford,Waterford,WAT,52.1872,-7.086964
Aarhus,Aarhus,AAR,56.300017,10.619008
Billund,Billund,BLL,55.740322,9.151778
Kastrup,Copenhagen,CPH,55.617917,12.655972
Esbjerg,Esbjerg,EBJ,55.525942,8.553403
Gronholt Hillerod,Gronholt,,55.941387,12.382222
Karup,Karup,KRP,56.297458,9.124628
Laeso,Laeso,,57.277228,11.000083
Lolland Falster Maribo,Maribo,,54.699344,11.440117
Odense,Odense,ODE,55.476664,10.330933
Krusa Padborg,Krusa-padborg,,54.870306,9.279014
Roskilde,Copenhagen,RKE,55.585567,12.131428
Bornholm Ronne,Ronne,RNN,55.063267,14.759558
Sonderborg,Soenderborg,SGD,54.964367,9.791731
Skrydstrup,Skrydstrup,SKS,55.225553,9.263931
Skive,Skive,,56.550208,9.172983
Thisted,Thisted,TED,57.0688,8.705225
Kolding Vamdrup,Kolding,,55.436283,9.330925
Vagar,Vagar,FAE,62.063628,-7.277219
Aars,Vesthimmerland,,56.846944,9.458611
Stauning,Stauning,STA,55.990122,8.353906
Aalborg,Aalborg,AAL,57.092789,9.849164
Luxembourg,Luxemburg,LUX,49.626575,6.211517
Vigra,Alesund,AES,62.560372,6.110164
Andenes,Andoya,ANX,69.2925,16.144167
Alta,Alta,ALF,69.976111,23.371667
Bomoen,Voss,,60.63885,6.501497
Bronnoy,Bronnoysund,BNN,65.461111,12.2175
Bodo,Bodo,BOO,67.269167,14.365278
Flesland,Bergen,BGO,60.293386,5.218142
Batsfjord,Batsfjord,BJF,70.600278,29.6925
Kjevik,Kristiansand,KRS,58.204214,8.085369
Dagali,Geilo,,60.416667,8.512778
Bardufoss,Bardufoss,BDU,69.055758,18.540356
Evenes,Harstad/Narvik,EVE,68.4913,16.678108
Leirin,Fagernes,VDB,61.015556,9.288056
Floro,Floro,FRO,61.583611,5.024722
Gardermoen,Oslo,OSL,60.193917,11.100361
Karmoy,Haugesund,HAU,59.345267,5.208364
Hasvik,Hasvik,HAA,70.486675,22.139744
Kvernberget,Kristiansund,KSU,63.111781,7.824522
Kjeller,Kjeller,,59.969336,11.036089
Hoybuktmoen,Kirkenes,KKN,69.725781,29.891295
Lista,Farsund,FAN,58.099486,6.62605
Aro,Molde,MOL,62.744722,7.2625
Kjaerstad,Mosjoen,MJF,65.783997,13.214914
Banak,Lakselv,LKL,70.068814,24.973489
Notodden,Notodden,NTB,59.565683,9.212222
Orland,Orland,OLA,63.698908,9.604003
Roros,Roros,RRS,62.578411,11.342347
Moss,Rygge,RYG,59.378933,10.785389
Longyear,Svalbard,LYR,78.246111,15.465556
Geiteryggen,Skien,SKE,59.185,9.566944
Sorstokken,Stord,SRP,59.791925,5.34085
Stokka,Sandnessjoen,SSJ,65.956828,12.468944
Langnes,Tromso,TOS,69.683333,18.918919
Torp,Sandefjord,TRF,59.186703,10.258628
Vaernes,Trondheim,TRD,63.457556,10.92425
Sola,Stavanger,SVG,58.876778,5.637856
Babice,Warsaw,,52.268494,20.911047
Lech Walesa,Gdansk,GDN,54.377569,18.466222
Balice,Krakow,KRK,50.077731,19.784836
Muchowiec,Katowice,,50.238147,19.034181
Pyrzowice,Katowice,KTW,50.474253,19.080019
Mielec,Mielec,,50.322275,21.462131
Lawica,Poznan,POZ,52.421031,16.826325
Jasionka,Rzeszow,RZE,50.109958,22.019
Goleniow,Szczecin,SZZ,53.584731,14.902206
Redzikowo,Slupsk,OSP,54.478889,17.1075
Swidwin,Shapaja,,53.790639,15.82625
Okecie,Warsaw,WAW,52.16575,20.967122
Strachowice,Wroclaw,WRO,51.102683,16.885836
Babimost,Zielona Gora,IEG,52.138517,15.798556
Malmen,Linkoeping,,58.402278,15.525683
Bravalla,Norrkoeping,,58.610867,16.103592
Uppsala,Uppsala,,59.897328,17.588581
Ronneby,Ronneby,RNB,56.266667,15.265
Rada,Rada,,58.498136,13.053231
Landvetter,Gothenborg,GOT,57.662836,12.279819
Jonkoping,Joenkoeping,JKG,57.757594,14.068731
Falkoping,Falkoping,,58.169794,13.587847
Lidkoping,Lidkoping,LDK,58.465522,13.174414
Save,Gothenborg,GSE,57.774722,11.870372
Skovde,Skovde,KVB,58.4564,13.972672
Trollhattan Vanersborg,Trollhattan,THN,58.318056,12.345
Karlsborg,Karlsborg,,58.513842,14.507119
Satenas,Satenas,,58.426445,12.714389
Barkarby,Stockholm,,59.418694,17.890694
Karlskoga,Karlskoga,KSK,59.345867,14.495922
Mora,Mora,MXX,60.957908,14.511383
Skavsta,Stockholm,NYO,58.788636,16.912189
Arvika,Arvika,,59.675856,12.639442
Emmaboda,Emmaboda,,56.610761,15.604761
Feringe,Ljungby,,56.950278,13.921667
Kristianstad,Kristianstad,KID,55.921686,14.085536
Landskrona,Landskrona,JLD,55.944444,12.869444
Oskarshamn,Oskarshamn,OSK,57.350453,16.497972
Anderstorp,Anderstorp,,57.264167,13.599439
Kalmar,Kalkmar,KLR,56.685531,16.287578
Sturup,Malmoe,MMX,55.530193,13.371639
Halmstad,Halmstad,HAD,56.691128,12.820211
Hagshult,Hagshult,,57.292222,14.137222
Kronoberg,Vaxjo,VXO,56.929144,14.727994
Hallviken,Hallviken,,63.738333,15.458333
Hedlanda,Hede,,62.408889,13.747222
Sveg,Sveg,EVG,62.047811,14.42295
Gallivare,Gallivare,GEV,67.132408,20.814636
Hudiksvall,Hudiksvall,HUV,61.768092,17.080719
Jokkmokk,Jokkmokk,,66.496236,20.147181
Kramfors Solleftea,Kramfors,KRF,63.048597,17.768856
Lycksele,Lycksele,LYC,64.548322,18.716219
Optand,Optand,,63.128611,14.802778
Sundsvall Harnosand,Sundsvall,SDL,62.528125,17.443928
Ornskoldsvik,Ornskoldsvik,OER,63.408339,18.990039
Pitea,Pitea,,65.398333,21.260833
Kiruna,Kiruna,KRN,67.821986,20.336764
Orsa,Orsa,,61.190033,14.712567
Skelleftea,Skelleftea,SFT,64.624772,21.076892
Sattna,Sattna,,62.481369,17.002917
Umea,Umea,UME,63.791828,20.282758
Vilhelmina,Vilhelmina,VHM,64.579083,16.833575
Arvidsjaur,Arvidsjaur,AJR,65.590278,19.281944
Orebro,Orebro,ORB,59.223733,15.037956
Vasteras,Vasteras,VST,59.589444,16.633611
Kallax,Lulea,LLA,65.543758,22.121989
Vidsel,Vidsel,,65.875325,20.149917
Arboga,Arboga,,59.386585,15.924055
Arlanda,Stockholm,ARN,59.651944,17.918611
Bromma,Stockholm,BMA,59.354372,17.94165
Borlange,Borlange,BLE,60.422017,15.515211
Hultsfred,Hultsfred,HLF,57.525833,15.823333
Gavle,Gavle,GVX,60.593333,16.951389
Saab,Linkoeping,LPI,58.40615,15.680508
Kungsangen,Norrkoeping,NRK,58.586253,16.250622
Eskilstuna,Eskilstuna,,59.351078,16.7084
Visby,Visby,VBY,57.662797,18.346211
Kalixfors,Kalixfors,,67.764789,20.257228
Spangdahlem Ab,Spangdahlem,SPM,49.972667,6.6925
Ramstein Ab,Ramstein,RMS,49.436911,7.600283
Bamberg Aaf,Bamberg,,49.920433,10.914233
Giebelstadt Aaf,Giebelstadt,GHF,49.648131,9.966494
Buckeburg,Brueckeburg,,52.2785,9.082167
Celle,Celle,ZCN,52.5912,10.022133
Rheine Bentlage,Rheine-brentlange,,52.291167,7.387
Fritzlar,Fritzlar,,51.1145,9.285833
Laupheim,Laupheim,,48.220297,9.910019
Mendig,Mendig,,50.366,7.315333
Niederstetten,Niederstetten,,49.391833,9.958167
Roth,Roth,,49.2175,11.100167
Fassberg,Fassberg,,52.919406,10.197528
Grafenwohr Aaf,Grafenwoehr,,49.698686,11.940175
Hanau Aaf,Hanau,ZNF,50.169189,8.961586
Hohenfels Aaf,Hohenfels,,49.218056,11.836111
Kitzingen Aaf,Kitzingen,,49.743057,10.200556
Nordholz,Nordholz,,53.767667,8.6585
Diepholz,Diepholz,,52.585514,8.341014
Geilenkirchen,Geilenkirchen,GKE,50.960817,6.042422
Hohn,Hohn,,54.312167,9.538167
Jever,Jever,,53.5335,7.888667
Laage,Laage,RLG,53.918167,12.278333
Norvenich,Noervenich,,50.831167,6.658167
Schleswig,Schleswig,,54.459333,9.516333
Wittmundhafen,Wittmundhafen,,53.547833,7.667333
Neubrandenburg,Neubrandenburg,,53.602167,13.306
Wunstorf,Wunstorf,,52.457333,9.427167
Vilseck Aaf,Vilseck,,49.63361,11.767222
Coleman Aaf,Coleman,,49.563569,8.463392
Wiesbaden Aaf,Wiesbaden,,50.049819,8.325397
Landsberg Lech,Landsberg,,48.0705,10.906
Buchel,Buechel,,50.173833,7.063333
Erding,Erding,,48.322333,11.948667
Furstenfeldbruck,Fuerstenfeldbruck,FEL,48.205667,11.267
Holzdorf,Holzdorf,,51.767833,13.167667
Ingolstadt Manching,Ingolstadt,,48.715667,11.534
Lechfeld,Lechfeld,,48.1855,10.861167
Neuburg,Neuburg,,48.711,11.2115
Gutersloh,Guetersloh,GUT,51.922833,8.306333
Alexander Bay,Alexander Bay,ALJ,-28.575001,16.533333
Aggeneys,Aggeneys,AGZ,-29.281767,18.813869
Brakpan,Brakpan,,-26.23865,28.301769
Bhisho,Bisho,BIY,-32.89715,27.279111
Bloemfontein Intl,Bloemfontein,BFN,-29.092722,26.302444
Bethlehem,Bethlehem,,-28.248392,28.336125
Bothaville,Bothaville,,-27.366769,26.629194
Cape Town Intl,Cape Town,CPT,-33.964806,18.601667
Calvinia,Calvinia,,-31.500278,19.725897
Durban Intl,Durban,DUR,-29.970089,30.950519
East London,East London,ELS,-33.035569,27.825939
Ermelo,Ermelo,,-26.495644,29.979764
Ficksburg Sentraoes,Ficksburg,,-28.823119,27.9089
Grand Central,Johannesburg,GCJ,-25.986267,28.140061
George,George,GRJ,-34.005553,22.378889
Graaff Reinet,Graaff Reinet,,-32.193611,24.541389
Grahamstown,Grahamstown,,-33.284721,26.498083
Greytown,Greytown,,-29.122011,30.586706
Harmony,Harmony,,-28.078694,26.861178
Harrismith,Harrismith,,-28.235072,29.106206
Hoedspruit Afb,Hoedspruit,HDS,-24.368642,31.048744
Gariep Dam,Hendrik Verwoerddam,,-30.562164,25.528286
Johannesburg Intl,Johannesburg,JNB,-26.139166,28.246
P C Pelser,Klerksdorp,,-26.871064,26.718003
Kimberley,Kimberley,KIM,-28.802834,24.765167
Krugersdorp,Krugersdorp,,-26.080978,27.725667
Kroonstad,Kroonstad,,-27.660617,27.315761
Johan Pienaar,Kuruman,,-27.456667,23.411388
Kleinsee,Kleinsee,KLZ,-29.688403,17.094006
Lanseria,Johannesburg,HLA,-25.938514,27.926133
Lichtenburg,Lichtenburg,,-26.175672,26.184575
Makhado Afb,Lambertsbaai,,-23.159911,29.696544
Langebaanweg,Langebaanweg,,-32.968889,18.160278
Ladysmith,Ladysmith,LAY,-28.581667,29.749722
Middelburg,Middelburg,,-25.684775,29.440158
Margate,Margate,MGH,-30.857408,30.343019
Marble Hall,Marble Hall,,-24.989114,29.283122
Majuba Power Station,Majuba Power Station,,-27.079253,29.778528
Susse,Kangia,,69.2225,-49.9383
Malelane,Malalane,,-25.473603,31.565828
Messina,Musina,MEZ,-25.704458,26.908978
Mkuzi,Mkuze,,-27.626086,32.044275
Newcastle,Newcastle,NCS,-27.770586,29.976894
Nylstroom,Nylstroom,,-24.686056,28.434944
Overberg,Overberg,,-34.554861,20.250681
Oudtshoorn,Oudtshoorn,DUH,-33.606967,22.188978
Port Elizabeth Intl,Port Elizabeth,PLZ,-33.984919,25.617275
Plettenberg Bay,Plettenberg Bay,,-34.090279,23.327778
Phalaborwa,Phalaborwa,PHW,-23.937166,31.15539
Polokwane International,Polokwane,PTG,-23.926089,29.484422
Port St Johns,Port Saint Johns,,-31.605886,29.519786
Pietermaritzburg,Pietermaritzburg,PZB,-29.648975,30.398667
Pilanesberg Intl,Pilanesberg,NTY,-25.333822,27.173358
Polokwane Intl,Potgietersrus,,-23.845306,29.458611
Potchefstroom,Potchefstroom,,-26.670994,27.0819
Parys,Parys,,-26.889344,27.503417
Queenstown,Queenstown,UTW,-31.920197,26.882206
Richards Bay,Richard's Bay,RCB,-28.741039,32.092111
Rustenburg,Rustenburg,,-25.6443,27.271119
Robertson,Robertson,,-33.812181,19.902828
Springbok,Springbok,SBU,-29.689333,17.939611
Secunda,Secunda,,-26.524083,29.170144
Saldanha Vredenburg,Saldanha,,-32.964067,17.969331
Springs,Springs,,-26.248411,28.397508
Swartkop,Swartkop,,-25.809717,28.164631
Sishen,Sishen,SIS,-27.648606,22.999278
Hendrik Swellengrebel,Swellendam,,-34.048222,20.474611
Skukuza,Skukuza,SZK,-24.960944,31.588731
Tommys Fld,Tommy's Field,,-28.260028,22.993178
New Tempe,Bloemfontein,,-29.032928,26.157564
Tutuka Power Station,Tutuka,,-26.776556,29.338778
Tzaneen,Tzaneen,LTA,-23.824417,30.329306
Prince Mangosuthu Buthelezi,Ulundi,ULD,-28.320586,31.416519
Upington,Upington,UTN,-28.399097,21.260239
Mthatha,Umtata,UTT,-31.547903,28.674289
Vryburg,Vryburg,VRU,-26.982408,24.728756
Virginia,Durban,VIR,-29.770606,31.058406
Vredendal,Vredendal,,-31.640961,18.544789
Vereeniging,Vereeniging,,-26.566372,27.960756
Wonderboom,Pretoria,PRY,-25.653858,28.224231
Witbank,Witbank,,-25.832294,29.192019
Waterkloof Afb,Waterkloof,,-25.83,28.2225
Welkom,Welkom,WEL,-27.998,26.669586
Ysterplaat,Ysterplaat,,-33.900244,18.498297
Zeerust,Zeerust,,-25.598972,26.042333
Francistown,Francistown,FRW,-21.159597,27.474525
Jwaneng,Jwaneng,JWA,-24.602333,24.690971
Kasane,Kasane,BBK,-17.832875,25.1624
Maun,Maun,MUB,-19.972564,23.431086
Sir Seretse Khama Intl,Gaberone,GBE,-24.555225,25.918208
Selebi Phikwe,Selebi-phikwe,PKW,-22.05835,27.828767
Maya Maya,Brazzaville,BZV,-4.2517,15.253031
Owando,Owando,FTX,-0.53135,15.950094
Ouesso,Ouesso,OUE,1.615994,16.037917
Pointe Noire,Pointe-noire,PNR,-4.816028,11.886597
Matsapha,Manzini,MTS,-26.529022,31.307519
Bangui M Poko,Bangui,BGF,4.398475,18.518786
Berberati,Berberati,BBT,4.221583,15.786369
Bata,Bata,BSG,1.905469,9.805681
Malabo,Malabo,SSG,3.755267,8.708717
Ascension Aux Af,Wide Awake,,-7.969597,-14.393664
Sir Seewoosagur Ramgoolam Intl,Plaisance,MRU,-20.430235,57.6836
Plaine Corail,Rodriguez Island,RRG,-19.757658,63.360983
Diego Garcia Nsf,Diego Garcia Island,,-7.313267,72.411089
Tiko,Tiko,TKC,4.089192,9.360528
Douala,Douala,DLA,4.006081,9.719481
Salak,Maroua,MVR,10.451392,14.257361
Foumban Nkounja,Foumban,FOM,5.636919,10.750817
Ngaoundere,N'gaoundere,NGE,7.357011,13.559242
Garoua,Garoua,GOU,9.335892,13.370103
Bafoussam,Bafoussam,BFX,5.536919,10.354583
Bamenda,Bamenda,BPC,6.039239,10.122639
Yaounde Ville,Yaounde,YAO,3.836039,11.523461
Kasompe,Kasompe,,-12.572778,27.89395
Livingstone,Livingstone,LVI,-17.821756,25.822692
Lusaka Intl,Lusaka,LUN,-15.330817,28.452628
Mfuwe,Mfuwe,MFU,-13.258878,31.936581
Mongu,Mongu,,-15.254542,23.162306
Ndola,Ndola,NLA,-12.998139,28.664944
Southdowns,Southdowns,KIW,-12.900469,28.149858
Prince Said Ibrahim,Moroni,HAH,-11.533661,43.27185
Bandaressalam,Moheli,NWA,-12.298108,43.7664
Ouani,Anjouan,AJN,-12.131667,44.430279
Dzaoudzi Pamandzi,Dzaoudzi,DZA,-12.804722,45.281113
St Denis Gillot,St.-denis,RUN,-20.8871,55.510308
St Pierre Pierrefonds,St.-pierre,ZSE,-21.320039,55.423581
Ivato,Antananarivo,TNR,-18.79695,47.478806
Miandrivazo,Miandrivazo,ZVA,-19.562778,45.450832
Sainte Marie,Sainte Marie,SMS,-17.093889,49.815834
Toamasina,Toamasina,TMM,-18.109517,49.392536
Morondava,Morondava,MOQ,-20.28475,44.317614
Arrachart,Antsiranana,DIE,-12.3494,49.291747
Avaratra,Mananara,WMR,-16.1639,49.773753
Andapa,Andapa,ZWA,-14.651667,49.620556
Ambilobe,Ambilobe,AMB,-13.188431,48.987978
Antsirabato,Antalaha,ANM,-14.999411,50.320233
Analalava,Analalava,HVA,-14.629694,47.763783
Philibert Tsiranana,Mahajanga,MJN,-15.667144,46.351828
Fascene,Nosy-be,NOS,-13.312067,48.314822
Besalampy,Besalampy,BPY,-16.741945,44.481388
Maroantsetra,Maroantsetra,WMN,-15.436666,49.688332
Sambava,Sambava,SVB,-14.278611,50.174721
Vohimarina,Vohemar,VOH,-13.375834,50.002777
Ambalabe,Antsohihy,WAI,-14.89875,47.993894
Ampampamena,Ampampamena,,-13.484814,48.632739
Tolagnaro,Tolagnaro,FTU,-25.038056,46.956111
Fianarantsoa,Fianarantsoa,WFI,-21.441558,47.111736
Farafangana,Farafangana,RVA,-22.805286,47.820614
Manakara,Manakara,WVK,-22.119722,48.021667
Mananjary,Mananjary,MNJ,-21.201772,48.358317
Morombe,Morombe,MXM,-21.753867,43.375533
Toliara,Toliara,TLE,-23.383369,43.728453
Mbanza Congo,M'banza-congo,SSY,-6.269897,14.247025
Benguela,Benguela,BUG,-12.609025,13.403711
Cabinda,Cabinda,CAB,-5.596992,12.188353
Culebra Airport,Culebra Island,CPX,18.3127,-65.3034
Huambo,Huambo,NOV,-12.808878,15.760547
Kuito,Kuito,SVP,-12.404633,16.947414
Lobito,Lobito,,-12.371233,13.536625
Luanda 4 De Fevereiro,Luanda,LAD,-8.858375,13.231178
Malanje,Malanje,MEG,-9.525086,16.312406
Menongue,Menongue,SPP,-14.657583,17.719833
Negage,Negage,GXG,-7.754506,15.287728
Porto Amboim,Porto Amboim,PBN,-10.721956,13.765528
Saurimo,Saurimo,VHC,-9.689067,20.431875
Soyo,Soyo,SZA,-6.141086,12.371764
Lubango,Lubango,SDD,-14.924733,13.575022
Luena,Luena,LUO,-11.768086,19.897672
Uige,Uige,UGO,-7.603067,15.027822
Xangongo,Xangongo,XGN,-16.755417,14.965344
Oyem,Oyem,OYE,1.543108,11.581361
Okondja,Okondja,OKN,-0.665214,13.673133
Lambarene,Lambarene,LBQ,-0.704389,10.245722
Bitam,Bitam,BMM,2.075639,11.493195
Port Gentil,Port Gentil,POG,-0.711739,8.754383
Omboue Hopital,Omboue Hospial,OMB,-1.574733,9.262694
Makokou,Makokou,MKU,0.579211,12.890908
Leon M Ba,Libreville,LBV,0.4586,9.412283
Mvengue,Franceville,MVB,-1.656156,13.438036
Principe,Principe,PCP,1.662936,7.411742
Sao Tome Intl,Sao Tome,TMS,0.378175,6.712153
Beira,Beira,BEW,-19.796419,34.907556
Inhambane,Inhambane,INH,-23.876431,35.408544
Lichinga,Lichinga,VXC,-13.273986,35.266262
Lumbo,Lumbo,,-15.033058,40.671728
Maputo,Maputo,MPM,-25.920836,32.572606
Mueda,Mueda,,-11.672922,39.563142
Mocimboa Da Praia,Mocimboa Da Praia,MZB,-11.361789,40.354875
Marrupa,Marrupa,,-13.225053,37.552067
Nacala,Nacala,MNC,-14.488233,40.71225
Nampula,Nampula,APL,-15.105611,39.2818
Pemba,Pemba,POL,-12.986753,40.522492
Quelimane,Quelimane,UEL,-17.8555,36.869106
Songo,Songo,,-15.602694,32.773189
Tete Chingodzi,Tete,TET,-16.104817,33.640181
Ulongwe,Ulongwe,,-14.704617,34.352369
Vilankulo,Vilankulu,VNX,-22.018431,35.313297
Alphonse,Alphonse,,-7.004783,52.726247
Desroches,Desroches,DES,-5.696697,53.655844
Farquhar,Farquhar,,-10.109611,51.176119
Seychelles Intl,Mahe,SEZ,-4.674342,55.521839
Praslin,Praslin,PRI,-4.319292,55.691417
Coetivy,Coetivy,,-7.134567,56.278239
Abeche,Abeche,AEH,13.847,20.844333
Moundou,Moundou,MQQ,8.624406,16.071419
Ndjamena Hassan Djamous,N'djamena,NDJ,12.133689,15.034019
Faya Largeau,Faya-largeau,FYT,17.917053,19.111078
J M Nkomo Intl,Bulawayo,BUQ,-20.017431,28.617869
Charles Prince,Harare,,-17.751561,30.924706
Buffalo Range,Chiredzi,BFO,-21.008083,31.57855
Victoria Falls Intl,Victoria Falls,VFA,-18.095881,25.839006
Harare Intl,Harare,HRE,-17.931806,31.092847
Kariba Intl,Kariba,KAB,-16.519761,28.884981
Mutoko,Mutoko,,-17.431917,32.184502
Mutare,Mutare,,-18.997499,32.627224
Masvingo Intl,Masvingo,MVZ,-20.055333,30.859111
Zvishavane,Zvishavane,,-20.289497,30.088228
Gweru Thornhill,Gwert,GWE,-19.436394,29.861911
Hwange National Park,Hwange National Park,WKM,-18.629872,27.021042
Chileka Intl,Blantyre,BLZ,-15.679053,34.974014
Karonga,Karonga,KGJ,-9.953569,33.893022
Kasungu,Kasungu,,-13.014631,33.468597
Kamuzu Intl,Lilongwe,LLW,-13.789378,33.781
Mzuzu,Mzuzu,ZZU,-11.44475,34.011776
Moshoeshoe I Intl,Maseru,MSU,-29.462256,27.552503
Mejametalana,Maseru,,-29.304053,27.503458
Ndjili Intl,Kinshasa,FIH,-4.38575,15.444569
Ndolo,Kinshasa,NLO,-4.326689,15.327342
Muanda,Muanda,MNB,-5.930858,12.351789
Kitona Base,Kitona Base,,-5.918056,12.447694
Bandundu,Bandoundu,FDU,-3.311319,17.381683
Kikwit,Kikwit,KKW,-5.035767,18.785631
Mbandaka,Mbandaka,MDK,0.0226,18.288744
Gbadolite,Gbadolite,BDT,4.253206,20.975283
Gemena,Gemena,GMA,3.235369,19.771258
Kotakoli,Kotakoli,,4.157639,21.650917
Lisala,Lisala,LIQ,2.170658,21.496906
Kisangani Simisini,Kisangani,FKI,0.5175,25.155014
Matari,Isiro,IRP,2.827606,27.588253
Bunia,Bunia,BUX,1.565719,30.220833
Buta Zega,Buta Zega,,2.818347,24.793706
Bukavu Kavumu,Bukavu/kavumu,BKY,-2.308978,28.808803
Goma,Goma,GOM,-1.670814,29.238464
Kindu,Kindu,KND,-2.919178,25.915361
Lubumbashi Intl,Lubumashi,FBM,-11.591333,27.530889
Kolwezi,Kolwezi,KWZ,-10.765886,25.505714
Kalemie,Kalemie,FMI,-5.875556,29.25
Kamina Base,Kamina Base,KMN,-8.642025,25.252897
Kananga,Kananga,KGA,-5.900055,22.469166
Mbuji Mayi,Mbuji-mayi,MJM,-6.121236,23.569008
Senou,Bamako,BKO,12.533544,-7.949944
Gao,Gao,GAQ,16.248433,-0.005456
Kayes Dag Dag,Kayes,KYS,14.481233,-11.404397
Ambodedjo,Mopti,MZI,14.512803,-4.079561
Tombouctou,Tombouctou,TOM,16.730458,-3.007583
Tessalit,Tessalit,,20.242983,0.977308
